searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
ветчинницы	33	False	ветчинницы	1	1
комплект спутникового тв	27	False	комплект спутникового тв	5	5
сетевой кабель	63	False	сетевой кабель	12	12
телевизор sony	175	False	телевизор sony	13	13
Швейная машина	217	False	Швейная машина	14	14
Качели	2	False	Качели	4	4
samsung j5 (2017)	1	False	samsung j5 (2017)	3	3
телевизор lg	123	False	телевизор lg	14	14
xiaomi mi mix 2s	23	False	xiaomi mi mix 2s	12	12
Смартфон samsung	19	False	Смартфон samsung	14	14
фритюрницы со съемной чашей	56	False	фритюрницы со съемной чашей	13	13
15-bs161ur	1	False	15-bs161ur	14	14
Блютуз передатчики	3	True	bluetooth передатчики	14	14
Тонер-картридж Samsung MLT-D101S SU698A черный оригинальный	1	False	Тонер-картридж Samsung MLT-D101S SU698A черный оригинальный	36	36
электрическая зубная щётка	497	False	электрическая зубная щётка	13	13
BOSCH HBF214BW0R	1	False	BOSCH HBF214BW0R	14	14
bosch silenceplus spv25fx30r	2	False	bosch silenceplus spv25fx30r	7	7
скороварка	96	False	скороварка	13	13
samsung galaxy	55	False	samsung galaxy	10	10
Хонор 10 лайт	2	True	honor 10 lite	10	11
Батареяfs517	1	False	Батареяfs517	14	14
Планетарный	2	False	Планетарный	3	3
инженерный калькулятор	8	False	инженерный калькулятор	6	6
самовар	49	False	самовар	7	7
бритвы~/page/10/	5	False	бритвы~/page/10/	14	14
блендер Bocsh MSM 66120/01	2	False	блендер Bocsh MSM 66120/01	14	14
мышь беспроводная	330	False	мышь беспроводная	15	15
Женский тример	1	False	Женский тример	15	15
пульт lg	21	False	пульт lg	8	8
honor 7c pro	28	False	honor 7c pro	11	11
морозильник	29	False	морозильник	14	14
посуда	155	False	посуда	14	14
хлебопечка	672	False	хлебопечка	13	13
пленки и стекла для телефонов	13	False	пленки и стекла для телефонов	14	14
телевизор хаер	8	False	телевизор хаер	14	14
playstation 4 pro 1тб gamma chassis black (cuh-7208b)	3	False	playstation 4 pro 1тб gamma chassis black (cuh-7208b)	0	0
Аккумулятор камеры	1	False	Аккумулятор камеры	14	14
Usb cd rom	1	False	Usb cd rom	11	11
Xiaomi Redmi 5	21	False	Xiaomi Redmi 5	10	10
Обогревательводительского кресла	1	False	Обогревательводительского кресла	14	14
jbl charge 3	72	False	jbl charge 3	4	4
системный блок НР	1	False	системный блок НР	13	13
смартфон самсунг гэлэкси а6	5	True	смартфон samsung гэлэкси а6	44	14
MSI GP73	1	False	MSI GP73	7	7
Dyson	44	False	Dyson	6	6
стиральная машина candy cs4 1051db1/2-07	4	False	стиральная машина candy cs4 1051db1/2-07	14	14
Матрас	9	False	Матрас	3	3
micro sd	152	False	micro sd	3	3
Варочная панель Electrolux EHH 56240 IK	4	False	Варочная панель Electrolux EHH 56240 IK	34	34
Блютус колонка	2	True	bluetooth колонка	14	12
моющий пылесос karcher	4	False	моющий пылесос karcher	3	3
душевая кабина	28	False	душевая кабина	10	10
Камера заднего вида	6	False	Камера заднего вида	5	5
автоакустика	22	False	автоакустика	16	16
Телевизор самсунг сереьристый	1	True	телевизор samsung серебристый	14	0
Встраиваемая морозильная камера	10	False	Встраиваемая морозильная камера	15	15
middle-earth	1	False	middle-earth	42	42
мышь hyperx pulsefire fps pro	11	False	мышь hyperx pulsefire fps pro	14	14
Фитнес часы	23	False	Фитнес часы	13	13
dyson фен	1	False	dyson фен	6	6
пылесборник для philips фк9073	1	False	пылесборник для philips фк9073	14	14
russell hobbs	6	False	russell hobbs	11	11
утюг парогенератор	5	False	утюг парогенератор	13	13
nokia 3 black	1	False	nokia 3 black	7	7
Часы	300	False	Часы	14	14
блендер стационарный	360	False	блендер стационарный	14	14
тример	88	False	тример	14	14
плита стеклокирамика hansa fccw 58204	1	False	плита стеклокирамика hansa fccw 58204	14	14
ballu uhb-310 ультразвуковой увлажнитель воздуха	8	False	ballu uhb-310 ультразвуковой увлажнитель воздуха	14	14
ультразвуковая стиральная машинка	29	False	ультразвуковая стиральная машинка	13	13
Съемный диск	4	False	Съемный диск	14	14
гейзерная кофеварка	137	False	гейзерная кофеварка	5	5
Воздухоочиститель Tefal Intense Pure Air PU4025	2	False	Воздухоочиститель Tefal Intense Pure Air PU4025	0	0
переходник с usb на psp	1	False	переходник с usb на psp	13	13
Синтезатор	118	False	Синтезатор	12	12
honor 8c	104	False	honor 8c	11	11
смартфоны lg	2	False	смартфоны lg	14	14
эхолот	25	False	эхолот	12	12
Xiaomi Redmi 6 Pro	3	False	Xiaomi Redmi 6 Pro	10	10
сыроварня	4	False	сыроварня	14	14
Зарядное устройство на планшет самсунг	1	True	зарядное устройство на планшет samsung	14	0
Аудиоплеер	7	False	Аудиоплеер	12	12
BQ-5707G	2	False	BQ-5707G	0	0
Блоки питания	13	False	Блоки питания	11	11
клавиатура смарт тв	4	False	клавиатура смарт тв	14	14
встраиваемые микроволновые печи	98	False	встраиваемые микроволновые печи	14	14
штативы	10	False	штативы	12	12
кресло	290	False	кресло	13	13
гироскутер	166	False	гироскутер	2	2
Ultra HD телевизор SONY KD49XE7005	2	False	Ultra HD телевизор SONY KD49XE7005	14	14
мясорубка с соковыжималкой	10	False	мясорубка с соковыжималкой	14	14
декодеры	9	False	декодеры	6	6
Автошыны	1	False	Автошыны	0	0
Электрическая плита (50-55 см) Electrolux EKC954907X	2	False	Электрическая плита (50-55 см) Electrolux EKC954907X	14	14
Jbl	293	False	Jbl	11	11
Какие банки дают кредит в рбт на товар	1	False	Какие банки дают кредит в рбт на товар	0	0
lg смартфоыны	1	True	lg смартфоны	8	14
Window 10	1	False	Window 10	11	11
встраеваемая микроволновая печь 50см	7	False	встраеваемая микроволновая печь 50см	14	14
бонусы	31	False	бонусы	4	4
шланг заливной для стиральной машины	36	False	шланг заливной для стиральной машины	6	6
тостер	175	False	тостер	12	12
OPPO	30	False	OPPO	10	10
смеситель	30	False	смеситель	15	15
внешний дисковод	49	False	внешний дисковод	13	13
Игры	26	False	Игры	12	12
электроплиты darina 60см	4	False	электроплиты darina 60см	14	14
Колонки для пк	2	False	Колонки для пк	14	14
морозильная камера вертикальная	148	False	морозильная камера вертикальная	13	13
микрафон	5	False	микрафон	14	14
STV-LC32LT0020W	1	False	STV-LC32LT0020W	0	0
газовые колонки	21	False	газовые колонки	14	14
распошивальная машина	43	False	распошивальная машина	13	13
телевизор по акции	2	False	телевизор по акции	14	14
Наборы кастрюль	6	False	Наборы кастрюль	12	12
разветвитель usb	43	False	разветвитель usb	13	13
iPhone 8	57	False	iPhone 8	3	3
колеса	5	False	колеса	2	2
Смартфон Xiaomi Redmi 6 3/32GB	1	False	Смартфон Xiaomi Redmi 6 3/32GB	10	10
тонометр	108	False	тонометр	11	11
вытяжка каминная 60	1	False	вытяжка каминная 60	14	14
пылесос для маникюра	3	False	пылесос для маникюра	14	14
зубная щетка	102	False	зубная щетка	13	13
электрочайник	188	False	электрочайник	14	14
ламинатор	34	False	ламинатор	2	2
jet.a	3	False	jet.a	8	8
Телефон Самсунг j3 2017	2	True	телефон samsung j3 2017	2	0
hp laserjet m433a	1	False	hp laserjet m433a	14	14
дистилятор	32	False	дистилятор	14	14
Монитор	212	False	Монитор	14	14
Samsung	129	False	Samsung	12	12
apple airpods bt (mmef2ze a)	138	False	apple airpods bt (mmef2ze a)	0	0
Samsung Galaxy S8	7	False	Samsung Galaxy S8	10	10
стиральный порошок	40	False	стиральный порошок	12	12
prestigio	77	False	prestigio	13	13
Гриль электро	3	False	Гриль электро	14	14
Смартфон самсунги	1	True	смартфон samsung	14	14
планшет lenovo	25	False	планшет lenovo	13	13
3d led телевизор philips 55pfl6008s	26	False	3d led телевизор philips 55pfl6008s	18	18
ASUS ZenBook Flip 14 UX461FA	1	False	ASUS ZenBook Flip 14 UX461FA	1	1
Klipsch RF-42 II	5	False	Klipsch RF-42 II	10	10
мышка	64	False	мышка	15	15
свч	101	False	свч	11	11
графический планшет	485	False	графический планшет	11	11
hotpoint-ariston rst	3	False	hotpoint-ariston rst	5	5
g102	4	False	g102	1	1
VESTEL VDWIT 4514 X	3	False	VESTEL VDWIT 4514 X	1	1
Дигетиратор	2	False	Дигетиратор	14	14
Конвектор	63	False	Конвектор	14	14
Xiaomi redmo note 5	1	False	Xiaomi redmo note 5	14	14
Кронштейн	143	False	Кронштейн	11	11
SMARTBOOK 141S	3	False	SMARTBOOK 141S	4	4
Смартфоны дешевые за 5 тысячь	1	True	смартфоны дешевые за 5 тысяч	14	0
Мясорубка Panasonic MK-G1800	3	False	Мясорубка Panasonic MK-G1800	14	14
Honor 7A	15	False	Honor 7A	11	11
Ноут	7	True	note	12	11
hyperx stinger	1	False	hyperx stinger	0	0
Казан	49	False	Казан	3	3
Смартфон Xiaomi Redmi Note 4 LTE 32Gb Black	2	False	Смартфон Xiaomi Redmi Note 4 LTE 32Gb Black	8	8
Boch wll	4	False	Boch wll	8	8
Фильтр для воды кувшин	9	False	Фильтр для воды кувшин	14	14
Iphone se	53	False	Iphone se	3	3
смартфон 16gb	1	False	смартфон 16gb	11	11
чехол для ipad 9.7	8	False	чехол для ipad 9.7	4	4
ноубук acer E5-573	1	True	ноутбук acer e5-573	14	0
массажер для ног	83	False	массажер для ног	10	10
Вытяжки 45см	1	True	вытяжки 45 см	14	14
samsung galaxy a9	15	False	samsung galaxy a9	10	10
вакуумные пакеты	82	False	вакуумные пакеты	8	8
варочная панель gefest	3	False	варочная панель gefest	14	14
переходники	20	False	переходники	15	15
термопот 5 л	153	False	термопот 5 л	14	14
бонусные баллы	35	False	бонусные баллы	3	3
Хлебопечка	123	False	Хлебопечка	13	13
Наушники беспро	3	False	Наушники беспро	14	14
заглушк	1	True	заглушка	13	11
компьютерное кресло	535	False	компьютерное кресло	13	13
lastrjet m1120	1	True	laserjet m1120	6	0
4 гб оперативной памяти	72	False	4 гб оперативной памяти	14	14
iphone 7 plus	144	False	iphone 7 plus	5	5
весы электронные	16	False	весы электронные	14	14
ресивер dvb-t2	95	False	ресивер dvb-t2	5	5
чаша для мультиварки	269	False	чаша для мультиварки	5	5
Смарфоны	5	True	смартфоны	14	14
ps4	504	False	ps4	11	11
часы настольные vst-771t	2	False	часы настольные vst-771t	10	10
смарт часы детские	26	False	смарт часы детские	12	12
Мясорубка Zelmer ZMM1064SRU	4	False	Мясорубка Zelmer ZMM1064SRU	14	14
PlayStation	47	False	PlayStation	13	13
Кухонные ножи	7	False	Кухонные ножи	8	8
Блок питания	49	False	Блок питания	12	12
электрическая плита beko	27	False	электрическая плита beko	3	3
холодильник шарп	1	True	холодильник sharp	6	6
Телевизоры акции	5	False	Телевизоры акции	14	14
Рули	17	False	Рули	6	6
jinga fresh дисплей	2	False	jinga fresh дисплей	3	3
газовые плиты	447	False	газовые плиты	14	14
Тв антенна	2	False	Тв антенна	14	14
ipad pro	16	False	ipad pro	8	8
Цифровое пианино	20	False	Цифровое пианино	12	12
3Dтелевизор	1	False	3Dтелевизор	14	14
ipad	116	False	ipad	8	8
xiaomi mi band 3	371	False	xiaomi mi band 3	2	2
запчасти вытяжки	1	False	запчасти вытяжки	14	14
роторные бритвы	51	False	роторные бритвы	13	13
чайник tefal	32	False	чайник tefal	11	11
Edge	5	False	Edge	8	8
телевизоры sony	26	False	телевизоры sony	13	13
Средства по уходу за жк	1	False	Средства по уходу за жк	9	9
защитное стекло honor 10	8	False	защитное стекло honor 10	14	14
asus rt-n18u	3	False	asus rt-n18u	14	14
автомагнитола 2 din	74	False	автомагнитола 2 din	14	14
Bosch ssiemens m-05	1	True	bosch siemens m-05	14	0
Socket 1155	1	False	Socket 1155	14	14
шашлычница	249	False	шашлычница	13	13
USB флешка QUMO NanoDrive QM32GUD-NANO-B 32Gb Black	1	False	USB флешка QUMO NanoDrive QM32GUD-NANO-B 32Gb Black	4	4
Пк	23	False	Пк	11	11
Чехлы наASUS ZB500KL	1	True	чехлы asus zb500kl	14	14
компрессор автомобильный	84	False	компрессор автомобильный	12	12
рессивер	40	False	рессивер	5	5
конвектор ballu	15	False	конвектор ballu	13	13
стиральные машины занусси	1	True	стиральные машины zanussi	8	8
холодильник gorenje nrk6191ghx	2	False	холодильник gorenje nrk6191ghx	14	14
thomas twin aquafilter t1	2	False	thomas twin aquafilter t1	9	9
Портативный видеоплеер	2	False	Портативный видеоплеер	14	14
Power Bank	2	False	Power Bank	13	13
безрамочный смартфон противоударный	13	False	безрамочный смартфон противоударный	14	14
мясорубка moulinex	52	False	мясорубка moulinex	6	6
Samsung часы	2	False	Samsung часы	3	3
samsung galaxy s9 plus	20	False	samsung galaxy s9 plus	5	5
sims 4	10	False	sims 4	13	13
веб-камера	97	False	веб-камера	6	6
honor 9 lite 64	11	False	honor 9 lite 64	11	11
Чайник leran	9	False	Чайник leran	14	14
видиорегистратор	5	False	видиорегистратор	14	14
Мясорубка	380	False	Мясорубка	13	13
Чехол	35	False	Чехол	12	12
nintendo switch	113	False	nintendo switch	0	0
so dimm	1	True	so-dimm	0	0
PS 4 Pro	1	False	PS 4 Pro	11	11
Планш	2	True	планшет	14	14
Ps3	19	False	Ps3	11	11
Philips HD8654/59	3	True	philips hd 8654/59	3	11
товары по акции	22	False	товары по акции	6	6
oral-b	28	False	oral-b	12	12
Пуско-зарядное устройство	8	False	Пуско-зарядное устройство	6	6
конвектор	200	False	конвектор	14	14
Стекла для планшетов	3	False	Стекла для планшетов	14	14
Джойстик	27	False	Джойстик	12	12
рожковый ключ	2	False	рожковый ключ	12	12
samsung 7100	15	False	samsung 7100	4	4
колонки 2.1	24	False	колонки 2.1	14	14
плоттер	14	False	плоттер	9	9
filtero tms 07	3	False	filtero tms 07	13	13
рисоварка	23	False	рисоварка	13	13
наушники полноразмерные sony mdr-xb450ap	1	False	наушники полноразмерные sony mdr-xb450ap	14	14
intel core i5	37	False	intel core i5	12	12
фитнес-браслет xiaomi mi band 3	83	False	фитнес-браслет xiaomi mi band 3	7	7
видеорегистратор 3 в 1	95	False	видеорегистратор 3 в 1	14	14
наушники для телефона безпроводные	10	False	наушники для телефона безпроводные	14	14
Denon AVR	1	False	Denon AVR	0	0
клей	9	False	клей	5	5
силиконовая	1	False	силиконовая	14	14
Indesit DFP	1	False	Indesit DFP	7	7
fantasy 90 черный	1	False	fantasy 90 черный	0	0
Принтер-сканер	2	False	Принтер-сканер	14	14
Dexp увлажнитель	2	False	Dexp увлажнитель	14	14
Монитор Samsung S24E391HL	1	False	Монитор Samsung S24E391HL	27	27
Lenovo	44	False	Lenovo	13	13
аэрог	1	False	аэрог	9	9
весы кухоные	10	True	весы кухонные	14	14
электропечи	29	False	электропечи	14	14
фильтра для пылесосов	1	False	фильтра для пылесосов	14	14
ноуфрост	1	False	ноуфрост	8	8
Швейная машина джаноме дс 4030	1	True	швейная машина janome дс 4030	14	14
отпариватели	50	False	отпариватели	13	13
alcatel	12	False	alcatel	2	2
кофе	275	False	кофе	15	15
планшеты 7 дюйм	3	False	планшеты 7 дюйм	14	14
Телевизор 16 дюймов	1	False	Телевизор 16 дюймов	12	12
какой цвет	1	False	какой цвет	5	5
водонагреватели	339	False	водонагреватели	13	13
zanussi 6100	1	False	zanussi 6100	1	1
Холодильник Leran	16	False	Холодильник Leran	13	13
ASUS VivoBook	5	False	ASUS VivoBook	6	6
https://www.citilink.ru/catalog/large_and_small_appliances/large_appliances/refrigerators/471580/	1	False	https://www.citilink.ru/catalog/large_and_small_appliances/large_appliances/refrigerators/471580/	0	0
Electrolux 1064	1	False	Electrolux 1064	2	2
electrolux ezb53430aw	6	False	electrolux ezb53430aw	13	13
кастрюля мантоварка	38	False	кастрюля мантоварка	16	16
стиральная машина полуавтомат	73	False	стиральная машина полуавтомат	14	14
Плита электрическая	52	False	Плита электрическая	15	15
lg f12b8wds7	7	False	lg f12b8wds7	15	15
Ноутбук Asus aspire 5	2	False	Ноутбук Asus aspire 5	14	14
huawei p20	98	False	huawei p20	11	11
Dell pa-10	1	False	Dell pa-10	2	2
Холодильник hitachi	3	False	Холодильник hitachi	11	11
фотоаппарат	259	False	фотоаппарат	14	14
сетевой адаптер	68	False	сетевой адаптер	13	13
iphone 8	147	False	iphone 8	3	3
Honor band	10	False	Honor band	0	0
Встраиваемая посудомоечная машина Bosch SPV25FX20R	1	False	Встраиваемая посудомоечная машина Bosch SPV25FX20R	14	14
Радиобудильник	9	False	Радиобудильник	12	12
6750	5	False	6750	7	7
руль на ps3	5	False	руль на ps3	7	7
симулятор руля	4	False	симулятор руля	5	5
Электронная книга	138	False	Электронная книга	12	12
prestigio smartbook 141s	6	False	prestigio smartbook 141s	3	3
парогенераторы	72	False	парогенераторы	13	13
стабилизаторы напряжения	40	False	стабилизаторы напряжения	14	14
Камин	43	False	Камин	14	14
фотоэпилятор	197	False	фотоэпилятор	13	13
блок питания	266	False	блок питания	12	12
фен-щетка	479	False	фен-щетка	13	13
распошивальныя машина	1	True	распошивальная машина	14	13
телевизор 32 дюйма со смарт тв	2	False	телевизор 32 дюйма со смарт тв	13	13
Ethernet	2	False	Ethernet	5	5
3 д ручка	18	False	3 д ручка	10	10
Darina 1B1 GM441 018 W	2	False	Darina 1B1 GM441 018 W	7	7
346085	1	False	346085	14	14
телевизоры doffler	120	False	телевизоры doffler	12	12
wi-fi роутер tp-link tl-wr842n	9	False	wi-fi роутер tp-link tl-wr842n	14	14
iphone xs max	33	False	iphone xs max	3	3
магазин метро	1	False	магазин метро	3	3
стилус	39	False	стилус	14	14
iphone х	11	False	iphone х	3	3
щипцы для волос	36	False	щипцы для волос	14	14
SLMSUNG galaxy Tad a	1	True	samsung galaxy tad a	14	10
Remington	39	False	Remington	16	16
медиаплеер	100	False	медиаплеер	14	14
мультиварка со съемной крышкой	7	False	мультиварка со съемной крышкой	14	14
посудомойка	55	False	посудомойка	14	14
телевизор с поддержкой 3d	13	False	телевизор с поддержкой 3d	16	16
Philips HP8321	2	False	Philips HP8321	3	3
Хонор 7 а про	7	True	honor 7 а про	13	11
газонокосилка	37	False	газонокосилка	14	14
Газовая комбинированный плита	2	False	Газовая комбинированный плита	14	14
ХОЛОДИЛЬНИК	14	False	ХОЛОДИЛЬНИК	15	15
ручной пылесос	23	False	ручной пылесос	7	7
Защитное стекло honor 10	1	False	Защитное стекло honor 10	14	14
гарнитура для пк	2	False	гарнитура для пк	14	14
Телефоны	306	False	Телефоны	14	14
Стиральная машина Indesit IWUC 4105 (CIS)	1	False	Стиральная машина Indesit IWUC 4105 (CIS)	14	14
крепление для телевизора	89	False	крепление для телевизора	14	14
ноутбуки iphon	1	True	ноутбуки iphone	14	14
Параварка	4	True	пароварка	14	11
LERAN	20	False	LERAN	11	11
vbrhjajy	4	True	микрофон	12	14
Стиральная машина LG	17	False	Стиральная машина LG	14	14
Gopro shorty	2	False	Gopro shorty	1	1
инфракрасные обогреватели	39	False	инфракрасные обогреватели	7	7
iphone 6	276	False	iphone 6	3	3
doffler	149	False	doffler	13	13
фильтр для пылесосов samsung	3	False	фильтр для пылесосов samsung	13	13
Лазерный картридж Cactus CS-S1660S (MLT-D104S)	3	False	Лазерный картридж Cactus CS-S1660S (MLT-D104S)	14	14
jbl flip 4	76	False	jbl flip 4	4	4
смартфоны samsung	16	False	смартфоны samsung	23	23
Philips x570	1	False	Philips x570	1	1
автосигнализация	31	False	автосигнализация	9	9
жаропрочная форма	10	False	жаропрочная форма	11	11
оверлог джуки	17	True	оверлог juki	11	0
навигатор	98	False	навигатор	7	7
пленка для ламинирования	33	False	пленка для ламинирования	14	14
унитаз	25	False	унитаз	0	0
JANOME 519S	1	False	JANOME 519S	2	2
Фитнес браслет	181	False	Фитнес браслет	7	7
пылесос artel	1	False	пылесос artel	14	14
Аккумулятор на телефон	2	False	Аккумулятор на телефон	10	10
asus zenfone max pro m1	95	False	asus zenfone max pro m1	10	10
часы с радио	9	False	часы с радио	11	11
Фен щетка	87	False	Фен щетка	13	13
Xiomi redmi 5A	1	False	Xiomi redmi 5A	14	14
ASUS ZenFone Max Pro M1	5	False	ASUS ZenFone Max Pro M1	10	10
Водогреи	2	False	Водогреи	9	9
КВТ WS-11	1	False	КВТ WS-11	0	0
Смартфон Honor 8C 32Gb Gold (BKK-L21)	1	False	Смартфон Honor 8C 32Gb Gold (BKK-L21)	14	14
смартфон zte	31	False	смартфон zte	14	14
духовка	126	False	духовка	14	14
газовая плита gefest	116	False	газовая плита gefest	16	16
Лазерные принтеры	1	False	Лазерные принтеры	10	10
чайник bosch	28	False	чайник bosch	12	12
L2.63.060.B	1	False	L2.63.060.B	7	7
форма для выпечки	78	False	форма для выпечки	13	13
компьютерные колонки	806	False	компьютерные колонки	14	14
Катридж	16	False	Катридж	17	17
Bluetooth наушники	10	False	Bluetooth наушники	11	11
диско шар	3	False	диско шар	14	14
Материнская плата ASUS PRIME B350-PLUS	3	False	Материнская плата ASUS PRIME B350-PLUS	0	0
Finish	4	False	Finish	4	4
потер	3	False	потер	2	2
Настольные часы	15	False	Настольные часы	12	12
варочная поверхность газовая из нержавеющей стали	1	False	варочная поверхность газовая из нержавеющей стали	14	14
портативная акустика	92	False	портативная акустика	14	14
чайник vitek	23	False	чайник vitek	9	9
духовой шкаф электрический	830	False	духовой шкаф электрический	14	14
набор воздушных шаров	3	False	набор воздушных шаров	7	7
механический таймер	7	False	механический таймер	2	2
jbl e55bt	39	False	jbl e55bt	4	4
Массажер для стоп	1	False	Массажер для стоп	14	14
уценка	21	False	уценка	0	0
Huawei P Smart	9	False	Huawei P Smart	5	5
Сендв	1	False	Сендв	14	14
Телевизор LG 43LK6200PLD	3	False	Телевизор LG 43LK6200PLD	14	14
DIGMA CITI E202	5	False	DIGMA CITI E202	5	5
кулер напольный	116	False	кулер напольный	2	2
vertex	85	False	vertex	13	13
плита hansa	14	False	плита hansa	13	13
Вакуумные пакеты	10	False	Вакуумные пакеты	8	8
samsung s3600	2	False	samsung s3600	13	13
варочная поверхность~/page/2/	3	False	варочная поверхность~/page/2/	14	14
CE 701132	1	False	CE 701132	14	14
домофон	45	False	домофон	16	16
Блендер погружной	23	False	Блендер погружной	14	14
Samsung  Galaxy A7	1	False	samsung galaxy a7	10	10
Газовая плтта и вытяжка	1	True	газовая плита и вытяжка	14	14
лазерный принтер 3 в 1	10	False	лазерный принтер 3 в 1	14	14
зарядное автомобильное устройство	124	False	зарядное автомобильное устройство	13	13
Электротермос	4	False	Электротермос	14	14
tomas	6	False	tomas	12	12
Iphone 5s	13	False	Iphone 5s	3	3
авто сигнализация	19	False	авто сигнализация	10	10
сэндвичницы	19	False	сэндвичницы	12	12
плеер	78	False	плеер	12	12
миксер погружной	5	False	миксер погружной	14	14
50UK6410	4	False	50UK6410	5	5
стиральные машины indesit	35	False	стиральные машины indesit	6	6
радиобудильник	23	False	радиобудильник	12	12
Кабель-удлинитель USB2.0 HAMA H-78400, USB A(m) — USB A(f)	1	False	Кабель-удлинитель USB2.0 HAMA H-78400, USB A(m) — USB A(f)	14	14
холодильник beko cnmv 5310ec0 w	3	False	холодильник beko cnmv 5310ec0 w	14	14
Крепление на с	1	False	Крепление на с	13	13
подставка для ножей	60	False	подставка для ножей	3	3
Автомагнитола	79	False	Автомагнитола	14	14
мфу лазерное	34	False	мфу лазерное	15	15
Стиральные машины под раковину	7	False	Стиральные машины под раковину	14	14
отпариватель напольный	377	False	отпариватель напольный	12	12
Видеокарта	147	False	Видеокарта	13	13
барьер expert ferum	1	True	барьер expert ferrum	2	0
JANOME MX55	4	True	janome mx 55	14	14
Моноблок	143	False	Моноблок	11	11
маршрутизаторы	73	False	маршрутизаторы	12	12
flypods	8	False	flypods	0	0
HONOR 7С	1	True	honor 7 с	11	11
Hoover DXOC 34 26 C 3/2-07	1	False	Hoover DXOC 34 26 C 3/2-07	10	10
компьютер	245	False	компьютер	14	14
Авто колонки	15	False	Авто колонки	14	14
зеркало	46	False	зеркало	13	13
Julius Meinl	1	False	Julius Meinl	14	14
хакер стиральная машина	5	False	хакер стиральная машина	14	14
вертикальные пылесосы	113	False	вертикальные пылесосы	12	12
кувшин для воды	15	False	кувшин для воды	15	15
плитка электрическая	44	False	плитка электрическая	13	13
смартфон xiaomi redmi s2	2	False	смартфон xiaomi redmi s2	10	10
вантус	2	False	вантус	14	14
щипцы	45	False	щипцы	14	14
тв приставка android	13	False	тв приставка android	3	3
Дарсонваль	20	False	Дарсонваль	1	1
телевизор с поддержкой 3д	17	False	телевизор с поддержкой 3д	16	16
электрический измельчитель	6	False	электрический измельчитель	7	7
Швейная машинка	83	False	Швейная машинка	15	15
xiaomi redmi 5	166	False	xiaomi redmi 5	10	10
ноутбук dell g3 3779 g317-7565	14	False	ноутбук dell g3 3779 g317-7565	14	14
Hp 15-bs167	1	False	Hp 15-bs167	14	14
frecnbrf	3	True	акустика	24	15
microsoft surface pro 3 i5 128gb	1	False	microsoft surface pro 3 i5 128gb	4	4
Кран питьевой	3	False	Кран питьевой	14	14
термометр	129	False	термометр	13	13
игра resident evil 2 (ps4)	21	False	игра resident evil 2 (ps4)	2	2
бритва для женщин	6	False	бритва для женщин	15	15
электронная кнтга	1	True	электронная книга	6	12
сумка для фотоаппарата	39	False	сумка для фотоаппарата	13	13
playstation 4 plus подписка	23	False	playstation 4 plus подписка	2	2
ASUS ZenBook Flip 14	1	False	ASUS ZenBook Flip 14	14	14
кухонная мойка	363	False	кухонная мойка	15	15
струйные мфу	181	False	струйные мфу	14	14
Без проводные наушники	10	True	blue проводные наушники	13	14
OLED телевизор LG OLED55У8	2	False	OLED телевизор LG OLED55У8	14	14
Графиче	1	False	Графиче	14	14
варочная панель FORNELLI	2	False	варочная панель FORNELLI	14	14
триммер Philips QP6510/20 OneBlade Pro	3	False	триммер Philips QP6510/20 OneBlade Pro	14	14
мороженницы	4	False	мороженницы	6	6
стабилизатор	47	False	стабилизатор	12	12
LENOVO Tab 4 TB-X304L	1	False	LENOVO Tab 4 TB-X304L	3	3
весы напольные электронные	605	False	весы напольные электронные	14	14
Сони	21	True	sony	12	12
huawei 3 i	3	False	huawei 3 i	11	11
смартфон dexp	33	False	смартфон dexp	13	13
ACER R221QBMID	1	False	ACER R221QBMID	3	3
sony xperia e5 (f3311	2	False	sony xperia e5 (f3311	8	8
переносной кондиционер	1	False	переносной кондиционер	14	14
точилка	10	False	точилка	5	5
с двумикя процессорами холодильн	1	True	с двумя процессорами холодильн	14	0
Парафиновая ванна	3	False	Парафиновая ванна	13	13
Панели для мастерпекаря	1	False	Панели для мастерпекаря	14	14
indesit холодильник	3	False	indesit холодильник	7	7
fine и джейк	1	False	fine и джейк	14	14
стилус для телефона	58	False	стилус для телефона	13	13
Можно ли заказать электроплиту гефест.6140-02	2	False	Можно ли заказать электроплиту гефест.6140-02	0	0
Внешний жесткий диск	50	False	Внешний жесткий диск	12	12
блендер для смузи	5	False	блендер для смузи	14	14
Lg b8	1	False	Lg b8	11	11
стэдикам	2	False	стэдикам	6	6
HIC 3B 26	2	False	HIC 3B 26	11	11
QE49Q6FNAU	1	False	QE49Q6FNAU	2	2
микрофоны	77	False	микрофоны	14	14
vertex M110	1	False	vertex M110	5	5
Электрокамины	8	False	Электрокамины	6	6
Фильтр LG	1	False	Фильтр LG	16	16
детские смарт-часы	126	False	детские смарт-часы	11	11
переходник mini usb на micro usb	1	False	переходник mini usb на micro usb	14	14
samsung uen5510au	2	False	samsung uen5510au	1	1
Посудомоечная машина Bosch SRV 55T03	3	False	Посудомоечная машина Bosch SRV 55T03	14	14
фены с насадками	1	False	фены с насадками	2	2
Оверлок	268	False	Оверлок	10	10
Микровалновка	25	False	Микровалновка	13	13
Hertz	3	False	Hertz	11	11
смартфон honor 9 lite чехол	4	False	смартфон honor 9 lite чехол	14	14
геймпад	255	False	геймпад	12	12
компьютерный стул	203	False	компьютерный стул	15	15
