searchstring	count	is_fixed	fixed_searchstring	productcount	predicted_productcount
телефоны	97	False	телефоны	19	19
0261311	1	False	0261311	1	1
Дух	1	False	Дух	10	10
redmond sky	7	False	redmond sky	16	16
MAUNFELD TSH 60	5	False	MAUNFELD TSH 60	15	15
Варочная панель Gorenje GW 6N41 ZCLB	1	False	Варочная панель Gorenje GW 6N41 ZCLB	0	0
масляный обогреватель	98	False	масляный обогреватель	19	19
kfvbyfnjh	1	True	ламинатор	0	0
C3FE744CMJRU	5	False	C3FE744CMJRU	0	0
samsung galaxy j4	9	False	samsung galaxy j4	11	11
6025	51	False	6025	4	4
наушники sony	21	False	наушники sony	17	17
RGI 6031 IV	1	False	RGI 6031 IV	0	0
вкладыши	3	False	вкладыши	9	9
пиццамейкер	9	True	пицца мейкер	4	7
 Арт. 71374889 Микроволновая печь CANDY CMG2071DS	1	False	арт. 71374889 микроволновая печь candy cmg2071ds	0	0
Духовой шкаф Bosch HBA 514ES0	1	False	Духовой шкаф Bosch HBA 514ES0	0	0
холодильник красный цвет	12	False	холодильник красный цвет	18	18
wifi адаптор	1	False	wifi адаптор	0	0
стиральная машина с вертикальной загрузкой	28	False	стиральная машина с вертикальной загрузкой	14	14
Газовая плита	211	False	Газовая плита	19	19
Ricoh SP 150w	1	False	Ricoh SP 150w	1	1
SPV 25 FX 10	1	False	SPV 25 FX 10	10	10
Холодильник Атлант встраемовый	1	True	холодильник atlant встраемовый	1	0
ванна	87	False	ванна	19	19
стиральная машина вертикальной загрузки indesit	4	False	стиральная машина вертикальной загрузки indesit	4	4
happyweek	42	False	happyweek	0	0
Renova WS-Assol XPB35-918S	1	False	Renova WS-Assol XPB35-918S	0	0
204362	1	False	204362	1	1
холодильник атлант	111	True	холодильник atlant	19	19
держатель для телефона	16	False	держатель для телефона	8	8
ELECTROLUX EWS1266EDW	2	False	ELECTROLUX EWS1266EDW	1	1
шланг сливной	19	False	шланг сливной	11	11
встраиваемые холодильники	221	False	встраиваемые холодильники	18	18
aeg стиральные машины	17	False	aeg стиральные машины	18	18
50У81	4	False	50У81	1	1
en 3454	4	False	en 3454	4	4
atlant 4725	14	False	atlant 4725	1	1
холодильник производство россия	1	False	холодильник производство россия	0	0
202324	13	False	202324	1	1
LG Mega 2 Pro F10B8ND	1	False	LG Mega 2 Pro F10B8ND	0	0
Kraft BD(W) 335 BLG	1	False	kraft bd (w) 335 blg	1	9
инвертор с12вольт на 220вольт	1	False	инвертор с12вольт на 220вольт	0	0
горени	3	True	gorenje	19	13
телефон	253	False	телефон	19	19
FA5 841 JH BLG HA	7	False	FA5 841 JH BLG HA	10	10
lgfh2c3wd	2	True	lg fh2c3wd	1	1
стиральная машина максимальная загрузка 20 кг	1	False	стиральная машина максимальная загрузка 20 кг	20	20
24R470T	3	False	24R470T	0	0
277799	6	False	277799	1	1
Домашняя аудиосистема Sony MHC-V21	1	False	Домашняя аудиосистема Sony MHC-V21	0	0
229478	14	False	229478	1	1
samsung galaxy s8	70	False	samsung galaxy s8	11	11
176103	11	False	176103	1	1
Moulinex JU 550 D10	1	True	moulinex ju 550 d 10	14	14
форсунки для баллонного газа	14	False	форсунки для баллонного газа	17	17
DeLonghi Капучинатор DLSC 013	1	False	DeLonghi Капучинатор DLSC 013	1	1
delonghi	268	False	delonghi	15	15
60  107	10	False	60 107	10	10
CN 4015	8	False	CN 4015	10	10
ПОСУДОМОЕЧНАЯ МАШИНА ELECTROLUX ESL 94321 LA	9	False	ПОСУДОМОЕЧНАЯ МАШИНА ELECTROLUX ESL 94321 LA	0	0
принтер Canon i-Sensys LBP613Cdw	2	False	принтер Canon i-Sensys LBP613Cdw	1	1
246191	48	False	246191	0	0
250544	5	False	250544	1	1
HBA42R450E	1	False	HBA42R450E	0	0
Весы	31	False	Весы	19	19
телескопические направляющие bosch	21	False	телескопические направляющие bosch	3	3
bosch kgn 39 ai 2 ar	5	False	bosch kgn 39 ai 2 ar	11	11
 Bosch HBG 537	1	False	bosch hbg 537	11	11
часы по каторым можно званить	1	True	часы по которым можно звонить	0	0
LIEBHERR C 4025	1	False	LIEBHERR C 4025	1	1
RDSK 240 M 00	2	False	RDSK 240 M 00	2	2
Sony Bravia	17	False	Sony Bravia	4	4
ПОСУДОМОЕЧНАЯ МАШИНА MAUNFELD MLP-08S	2	False	ПОСУДОМОЕЧНАЯ МАШИНА MAUNFELD MLP-08S	0	0
комбинированные газоэлектрические плиты	142	False	комбинированные газоэлектрические плиты	19	19
удлинитель	109	False	удлинитель	17	17
чайник россия	1	False	чайник россия	16	16
мешки	2	False	мешки	1	1
атлант холодильник двухкамерный no frost	33	True	atlant холодильник двухкамерный no frost	2	2
samsung vcjg24gh	1	False	samsung vcjg24gh	1	1
DS 4180 E	5	False	DS 4180 E	7	7
KOLNER	5	False	KOLNER	18	18
Холодильник ATLANT ХМ 4011-022	5	False	Холодильник ATLANT ХМ 4011-022	1	1
Candy CDCP 8ES-07	2	False	Candy CDCP 8ES-07	0	0
Пылесос Dyson SV11 Cord Free (V7 Cord Free)	1	True	пылесос dyson sv 11 cord free (v7 cord free)	0	0
154131	33	False	154131	0	0
forester	44	False	forester	18	18
Karcher K 5 Classic	2	False	Karcher K 5 Classic	0	0
Моющие пылесосы	36	False	Моющие пылесосы	17	17
smeg	347	False	smeg	17	17
распродажа товаров со скидкой	1	False	распродажа товаров со скидкой	0	0
LUMAX DV0001HD	1	False	LUMAX DV0001HD	2	2
насадка для колбасок	1	False	насадка для колбасок	20	20
200205	8	False	200205	1	1
сумка холодильник	61	False	сумка холодильник	13	13
cs4 1072	3	False	cs4 1072	5	5
216970	10	False	216970	1	1
WM12N290OE	10	False	WM12N290OE	1	1
223233	12	False	223233	1	1
массажный	10	False	массажный	15	15
VG 60.2	3	False	VG 60.2	7	7
игровой ноутбук	4	False	игровой ноутбук	5	5
atlant 6024	37	False	atlant 6024	1	1
cvtcnbntkm	1	True	сместитель	0	0
навигаторы автомобильный	15	False	навигаторы автомобильный	2	2
257169	3	False	257169	1	1
электроплита	160	False	электроплита	19	19
281747	1	False	281747	1	1
 LG GA-B409 SVQA	2	True	lg ga-b 409 svqa	0	0
0241603	1	False	0241603	0	0
T43FSL5130	26	False	T43FSL5130	1	1
угольный фильтр ТЕКА С8С	1	True	угольный фильтр teka с8с	2	0
0223375	2	False	0223375	0	0
215783	8	False	215783	1	1
стиральные машины lg	58	False	стиральные машины lg	18	18
ноутбук asus rog hero gl503vd-gz368 90nb0gq4-m06590 black	1	False	ноутбук asus rog hero gl503vd-gz368 90nb0gq4-m06590 black	0	0
VLK 2100	2	False	VLK 2100	5	5
хлебопечь	65	False	хлебопечь	18	18
Apple iPhone 7	3	False	Apple iPhone 7	16	16
встраиваемая духовка с свч	6	False	встраиваемая духовка с свч	17	17
medisana	26	False	medisana	16	16
Бирюса 20	1	False	Бирюса 20	5	5
Gefest ДГЭ 621-01	6	False	Gefest ДГЭ 621-01	1	1
0171751	4	False	0171751	1	1
Плита	82	False	Плита	19	19
блендер погружной филлипс	1	True	блендер погружной philips	20	20
Вытяжка встраиваемая	42	False	Вытяжка встраиваемая	18	18
вгыщт	1	True	dyson	20	14
32 580	1	False	32 580	10	10
Thermex Surf 6000	2	False	Thermex Surf 6000	1	1
271327	8	False	271327	1	1
сменные панели для мультипекаря redmond	10	False	сменные панели для мультипекаря redmond	2	2
225560	9	False	225560	1	1
духовка с конвекцией	2	False	духовка с конвекцией	12	12
батарея на ноутбук	3	False	батарея на ноутбук	13	13
000154	33	False	000154	0	0
машина стиральная lg f1096td3	3	False	машина стиральная lg f1096td3	1	1
таблетки от накипи	5	False	таблетки от накипи	8	8
Посудомоечная машина candy	2	False	Посудомоечная машина candy	16	16
206235	4	False	206235	1	1
насадка на пылесос	11	False	насадка на пылесос	20	20
Антинакипин для стиралок	2	False	Антинакипин для стиралок	0	0
KAISER KCT 6703 F	1	False	KAISER KCT 6703 F	0	0
музыкальный центр LG CJ44	1	False	музыкальный центр LG CJ44	1	1
печь гриль	2	False	печь гриль	6	6
малогабаритная стиральная машинка	1	False	малогабаритная стиральная машинка	0	0
6122	4	False	6122	7	7
GORENJE BO 635E20 B-2	1	False	GORENJE BO 635E20 B-2	2	2
вешалка для одежды	4	False	вешалка для одежды	1	1
миксер планетарный для теста	107	False	миксер планетарный для теста	17	17
мультиварка	503	False	мультиварка	19	19
HWD80-B14686	8	False	HWD80-B14686	1	1
HX6762	2	False	HX6762	1	1
playstation 4	105	False	playstation 4	1	1
155480	46	False	155480	1	1
213769	3	False	213769	1	1
EHH56240IK	8	False	EHH56240IK	1	1
272347	6	False	272347	1	1
Stinol	88	False	Stinol	8	8
Щетка для пылесоса Самсунг	1	True	щетка для пылесоса samsung	5	0
LG 49UK6200	21	False	LG 49UK6200	1	1
варочная поверхность	66	False	варочная поверхность	17	17
Daewoo	36	False	Daewoo	14	14
Духовка электрическая	10	False	Духовка электрическая	18	18
ХОЛОДИЛЬНИК GORENJE Simplicity NRK 621 CLI	1	False	ХОЛОДИЛЬНИК GORENJE Simplicity NRK 621 CLI	0	0
1112701	1	False	1112701	0	0
cdx	15	False	cdx	10	10
264019	14	False	264019	1	1
206053	7	False	206053	1	1
207744	18	False	207744	1	1
Сковорода	55	False	Сковорода	19	19
АТЛАНТ 4214-000	2	True	atlant 4214-000	0	0
223949	16	False	223949	1	1
MSM 26500	2	False	MSM 26500	0	0
203073	4	False	203073	1	1
bosch kgn 39 aw 31 r	4	False	bosch kgn 39 aw 31 r	11	11
геймпады	9	False	геймпады	13	13
275910	2	False	275910	1	1
Eurosystems SC42-L (Loncin OHV 140)	1	False	Eurosystems SC42-L (Loncin OHV 140)	0	0
bosch mfw 66020	1	False	bosch mfw 66020	1	1
Hansa WHR 1038S	2	False	Hansa WHR 1038S	0	0
холодильник позис	75	False	холодильник позис	19	19
atlant 50У109	35	False	atlant 50У109	0	0
сковорода	295	False	сковорода	19	19
4444872	1	False	4444872	0	0
264982	5	False	264982	1	1
4209	10	False	4209	12	12
HBF 534 EB 0R	4	False	HBF 534 EB 0R	10	10
"Телевизор 65"" Samsung UE65NU7300UXRU 4K SmartTV"	1	True	"телевизор 65"" samsung ue65nu7300uxru 4k smart tv"	0	0
227020	1	False	227020	1	1
b509	5	False	b509	1	1
0254085	1	False	0254085	1	1
смартфоны	468	False	смартфоны	19	19
0223899	5	False	0223899	1	1
Вытяжка островная MAUNFELD LEE LIGHT (ISLA) 35 белый	1	False	Вытяжка островная MAUNFELD LEE LIGHT (ISLA) 35 белый	1	1
соковыжималка шнековая	95	False	соковыжималка шнековая	19	19
духовой шкаф электрический встраиваемый gorenje	12	False	духовой шкаф электрический встраиваемый gorenje	15	15
мини холодильник с морозильной	8	True	mini холодильник с морозильной	5	0
ТОНОМЕТР	1	False	ТОНОМЕТР	7	7
LERAN GEC 3311 AT	1	False	LERAN GEC 3311 AT	0	0
asus	50	False	asus	13	13
CNel 4713-20	2	False	CNel 4713-20	1	1
Телевизор Philips 55PUS6412	2	False	Телевизор Philips 55PUS6412	1	1
micro	9	False	micro	18	18
Пылесос Vitek VT-1835	2	False	Пылесос Vitek VT-1835	1	1
Zanussi GPZ 263 SR	1	False	Zanussi GPZ 263 SR	15	15
VestFrost VFWM 1041 WE	1	False	VestFrost VFWM 1041 WE	0	0
ESL94585RO	7	False	ESL94585RO	0	0
MB63R35GIB	2	False	MB63R35GIB	1	1
e27 philips 70w	1	True	e 27 philips 70 w	16	16
atlant 60С810	5	False	atlant 60С810	0	0
РІРµСЃС‹ РЅР°РїРѕР»СЊРЅС‹Рµ	9	False	рірµсѓс‹ рѕр°рїрѕр» сњрѕс‹рµ	20	0
BOSCH SMV 46 MX 01 R	1	False	BOSCH SMV 46 MX 01 R	11	11
BRI863/00	2	False	BRI863/00	1	1
150088	6	False	150088	1	1
Фен	69	False	Фен	10	10
Xiaomi Mi Robot Vacuum Cleaner	9	False	Xiaomi Mi Robot Vacuum Cleaner	0	0
Bosch KGN 39 VK 21 R	2	False	Bosch KGN 39 VK 21 R	11	11
кухонный комбайн	260	False	кухонный комбайн	19	19
246910	15	False	246910	1	1
REDMOND RIC-4601	1	False	REDMOND RIC-4601	1	1
282864	11	False	282864	1	1
ХМ 4524 ND	4	False	ХМ 4524 ND	5	5
171749	25	False	171749	0	0
Стиральная машина Zanussi ZWY 51024 CI	1	False	Стиральная машина Zanussi ZWY 51024 CI	0	0
мини печь	54	True	mini печь	11	0
пульта ДУ Magic Remote	1	False	пульта ДУ Magic Remote	1	1
WLL2426	2	True	wll 2426	5	7
55c8	4	True	55 c8	2	10
0276469	2	False	0276469	1	1
Панель варочная газовая	5	False	Панель варочная газовая	19	19
Вешалка	1	False	Вешалка	5	5
VESTFROST VF 395 SB	3	False	VESTFROST VF 395 SB	11	11
мешки bork	8	False	мешки bork	14	14
271324	7	False	271324	1	1
en.u	8	True	утюг	16	19
стиральная машины bosch	2	False	стиральная машины bosch	15	15
кулер для воды настольный	58	False	кулер для воды настольный	19	19
s610	4	True	s 610	16	10
диктофон	25	False	диктофон	16	16
hansa integra fcew 54120	1	False	hansa integra fcew 54120	0	0
Haier	120	False	Haier	11	11
Наматрасник 90 200	1	False	Наматрасник 90 200	0	0
подставки для капсул	2	False	подставки для капсул	0	0
Samsung Galaxy J7	1	False	Samsung Galaxy J7	11	11
0241382	1	False	0241382	0	0
275451	9	False	275451	3	3
50 101	18	False	50 101	10	10
обогреватель	278	False	обогреватель	19	19
mie	41	False	mie	10	10
atlant 2822	29	False	atlant 2822	1	1
7204 100	9	False	7204 100	7	7
Hisense H55A6100	2	False	Hisense H55A6100	0	0
кронштейн	208	False	кронштейн	16	16
266821	8	False	266821	1	1
внешний оптический привод	3	False	внешний оптический привод	1	1
Сучкорез СКШ - 1	1	False	Сучкорез СКШ - 1	18	18
268968	3	False	268968	1	1
мешки для пылесоса	177	False	мешки для пылесоса	19	19
ramilio	1	False	ramilio	0	0
электроплиты	134	False	электроплиты	19	19
Смартфон	44	False	Смартфон	19	19
243149	10	False	243149	1	1
194372	8	False	194372	1	1
Варочная электрическая панель	2	False	Варочная электрическая панель	18	18
ASUS VivoBook R540UB-DM639T	2	False	ASUS VivoBook R540UB-DM639T	0	0
4426	27	False	4426	8	8
264365	1	False	264365	1	1
варочная газовая панель	34	False	варочная газовая панель	19	19
263000	3	False	263000	1	1
ewt df 3553	2	False	ewt df 3553	0	0
PLSW4000R	1	False	PLSW4000R	0	0
холодильник двухдверный	26	False	холодильник двухдверный	19	19
Электрический духовой шкаф	51	False	Электрический духовой шкаф	19	19
ibaby	2	False	ibaby	6	6
швейные машины	41	False	швейные машины	18	18
мультиварка redmond rmc-m90	1	False	мультиварка redmond rmc-m90	1	1
Стиральная машина LG F 2J5NN4L	1	False	Стиральная машина LG F 2J5NN4L	1	1
катридж	6	False	катридж	9	9
Dunobil Chrom duo	1	False	Dunobil Chrom duo	0	0
Siemens HF 15 M 564	1	False	Siemens HF 15 M 564	8	8
Обогреватели для дома	1	False	Обогреватели для дома	20	20
Toshiba 40WL753	1	False	Toshiba 40WL753	0	0
стиральная машина ширина 45 см	1	False	стиральная машина ширина 45 см	0	0
sc 85	5	False	sc 85	10	10
хлебопечка	329	False	хлебопечка	18	18
venta	43	False	venta	12	12
встраемывые стиральные машины	5	False	встраемывые стиральные машины	20	20
Сковорода Tefal Reflet E4480222	1	False	Сковорода Tefal Reflet E4480222	0	0
морозильная камера no frost	57	False	морозильная камера no frost	18	18
гладильная доска	151	False	гладильная доска	19	19
андроид приставка	1	True	android приставка	2	1
микроволновая печь без поворотного	4	True	микроволновая печь blue поворотного	0	0
bosch gud 15a50	6	False	bosch gud 15a50	0	0
sn656x06tr	4	False	sn656x06tr	0	0
газовые плиты hansa 50 см	4	False	газовые плиты hansa 50 см	17	17
214919	7	False	214919	1	1
32 5024	1	False	32 5024	10	10
fiio	40	False	fiio	3	3
газовая плита gefest 50 см	56	False	газовая плита gefest 50 см	19	19
171707	12	False	171707	0	0
встраиваемый холодильник liebherr	50	False	встраиваемый холодильник liebherr	16	16
Ресанта АСН-30 000	1	True	ресанта асн- 30 000	6	9
LIEBHERR CNP 4358	1	False	LIEBHERR CNP 4358	0	0
WS12L24	3	False	WS12L24	2	2
bissell	89	False	bissell	15	15
переходник 220	2	False	переходник 220	15	15
KWD 55F1485	3	False	KWD 55F1485	2	2
207849	19	False	207849	1	1
Electrolux OPEA 7553X	2	True	electrolux opea 7553 x	1	0
электропечь	199	False	электропечь	19	19
lenovo	24	False	lenovo	15	15
 HO 655 T	1	False	ho 655 t	10	10
Hotpoint-Ariston HHBS 6.7F LT CF	1	False	Hotpoint-Ariston HHBS 6.7F LT CF	0	0
208890	2	False	208890	1	1
279655	11	False	279655	1	1
u700	1	True	u 700	20	10
275295	9	False	275295	1	1
электро печи	23	False	электро печи	20	20
thomas sky xt aqua-box	1	False	thomas sky xt aqua-box	3	3
стиральная машина с сушкой	65	False	стиральная машина с сушкой	12	12
250310	32	False	250310	1	1
Electrolux EOB96631AX	1	False	Electrolux EOB96631AX	0	0
0245666	2	False	0245666	1	1
ванны	7	False	ванны	19	19
32WD603	3	False	32WD603	1	1
BLANCO MIDA	3	False	BLANCO MIDA	15	15
259928	3	False	259928	1	1
216513	1	False	216513	1	1
2406 moe	1	False	2406 moe	3	3
ЭП Н Д 5140-01 0036	1	False	ЭП Н Д 5140-01 0036	1	1
Gorenje EC 5221 SC	9	False	Gorenje EC 5221 SC	1	1
nrb 297	1	False	nrb 297	10	10
136.61	2	False	136.61	0	0
282885	13	False	282885	1	1
стеклоочиститель	6	False	стеклоочиститель	16	16
Микроволновая печь Gorenje MMO20MEII	1	False	Микроволновая печь Gorenje MMO20MEII	0	0
645BB1E	1	False	645BB1E	0	0
холодильник двухкамерный atlant	63	False	холодильник двухкамерный atlant	19	19
atlant 4724	11	False	atlant 4724	1	1
siemens wm 12 n 290 oe	2	False	siemens wm 12 n 290 oe	8	8
Встраиваемые газовые панели	19	False	Встраиваемые газовые панели	20	20
gorenje nrk6201mc-0	1	False	gorenje nrk6201mc-0	1	1
Мойка bkanko	1	True	мойка blanco	20	20
Холодильник KUPPERSBERG NSFF 195752 X	1	False	Холодильник KUPPERSBERG NSFF 195752 X	2	2
Nu7300	1	True	nu 7300	3	9
терка	25	False	терка	17	17
CANDY CS 34 1062 D2/2-07	1	False	CANDY CS 34 1062 D2/2-07	1	1
гладильная система Bosch TDS 8030	5	False	гладильная система Bosch TDS 8030	1	1
Мультиварка Redmond RMC-M251	2	False	Мультиварка Redmond RMC-M251	0	0
газовая плита gorenje	136	False	газовая плита gorenje	18	18
1402-w	1	False	1402-w	11	11
LG 50UK6750	3	False	LG 50UK6750	0	0
стиральная машина горение с баком	1	True	стиральная машина gorenje с баком	0	0
HLAWD53W0	4	False	HLAWD53W0	1	1
Морозильные шкафы	5	False	Морозильные шкафы	0	0
209982	22	False	209982	1	1
Shivaki	166	False	Shivaki	15	15
подарочный пакет	1	False	подарочный пакет	3	3
hiberg	28	False	hiberg	10	10
224800	1	False	224800	1	1
духовой шкаф gorenje	52	False	духовой шкаф gorenje	15	15
Kitfort КТ-618	1	False	Kitfort КТ-618	1	1
bosch spv 25 dx 10 r	11	False	bosch spv 25 dx 10 r	11	11
 вытяжки со стеклом elikor кварц	1	False	вытяжки со стеклом elikor кварц	1	1
сепаратор	16	False	сепаратор	16	16
Samsung ww70j52e0hs	1	False	Samsung ww70j52e0hs	0	0
204736	3	False	204736	1	1
МОЙКА ВОЗДУХА	7	False	МОЙКА ВОЗДУХА	18	18
ГАЗОВАЯ ПАНЕЛЬ MIDEA MG696TRGI-S	1	False	ГАЗОВАЯ ПАНЕЛЬ MIDEA MG696TRGI-S	1	1
260953	4	False	260953	1	1
264966	3	False	264966	1	1
43LK5400	10	False	43LK5400	0	0
Noce Classic	2	False	Noce Classic	6	6
Микроволновая печь BBK 20MWS-772M/S-M G	1	False	Микроволновая печь BBK 20MWS-772M/S-M G	0	0
Ballu UHB-1000	4	False	Ballu UHB-1000	1	1
Кофемашина Saeco Aulika	1	False	Кофемашина Saeco Aulika	0	0
216145	1	False	216145	0	0
Стиральная машина с баком для воды	2	False	Стиральная машина с баком для воды	0	0
бош с сушкой	1	True	bosch с сушкой	11	0
саундбар	78	False	саундбар	2	2
CSW4 365D/2	4	False	CSW4 365D/2	0	0
nikon d5600	1	False	nikon d5600	1	1
257964	39	False	257964	1	1
термический	2	False	термический	3	3
4JU05EA	1	False	4JU05EA	0	0
63213	1	False	63213	0	0
90NR00E1-M02490	1	False	90NR00E1-M02490	0	0
Музыкальный центр Sony MHC-V77	4	False	Музыкальный центр Sony MHC-V77	0	0
0229474	1	False	0229474	1	1
daewoo	197	False	daewoo	14	14
REDMOND	11	False	REDMOND	16	16
0215045	24	False	0215045	0	0
188775	1	False	188775	1	1
телескопическая трубка для пылесоса	7	False	телескопическая трубка для пылесоса	8	8
Посудомоечная машин	7	False	Посудомоечная машин	20	20
199152	31	False	199152	1	1
bosch dfl 064 w 51	1	False	bosch dfl 064 w 51	11	11
268359	1	False	268359	0	0
atlant 4625	527	False	atlant 4625	1	1
кофемашина капсульная	16	False	кофемашина капсульная	19	19
Духовка встраиваемая зависимая	1	False	Духовка встраиваемая зависимая	10	10
Ecam 350.55	1	False	Ecam 350.55	0	0
245631	4	False	245631	1	1
kambrook	167	False	kambrook	15	15
911	15	False	911	10	10
kuppersberg inlinea 52 x 4hpb	1	False	kuppersberg inlinea 52 x 4hpb	1	1
FC 9174/01	6	False	FC 9174/01	1	1
точилка для ножей	43	False	точилка для ножей	1	1
Gillette	1	False	Gillette	1	1
201120	1	False	201120	1	1
Утюг Philips PowerLife GC2999/80	1	False	Утюг Philips PowerLife GC2999/80	0	0
стиральная машина siemens ws 12 t 540 oe	3	False	стиральная машина siemens ws 12 t 540 oe	5	5
Встраиваемая газовая панель	6	False	Встраиваемая газовая панель	17	17
кровать	13	False	кровать	8	8
весы кухонные электронные	260	False	весы кухонные электронные	19	19
Набор фильтров Topperr 4	3	False	Набор фильтров Topperr 4	14	14
Cezaris ПГ 3100-05	2	False	Cezaris ПГ 3100-05	0	0
0227011	10	False	0227011	1	1
136649	10	False	136649	1	1
электро чайники	35	False	электро чайники	19	19
40	5	False	40	10	10
lg 43 uk 6710	1	False	lg 43 uk 6710	4	4
ларь морозильный 700 л	4	False	ларь морозильный 700 л	19	19
СВЧ Electrolux EMT 25203	1	False	СВЧ Electrolux EMT 25203	1	1
0226538	7	False	0226538	1	1
ue-43 nu 500	1	False	ue-43 nu 500	0	0
helfer	19	False	helfer	17	17
домкрат на колесах	2	False	домкрат на колесах	0	0
кофемашины delonghi	92	False	кофемашины delonghi	18	18
морозилка	39	False	морозилка	19	19
мойка smeg	32	False	мойка smeg	19	19
FC9174/02	1	True	fc 9174/02	1	1
282076	8	False	282076	1	1
 Samsung ME83KRS-3	1	False	samsung me83krs-3	2	2
103686	14	False	103686	1	1
вытяжка купольная 60 см	269	False	вытяжка купольная 60 см	19	19
вытяжка встраиваемая 60	75	False	вытяжка встраиваемая 60	18	18
ULMART	1	False	ULMART	0	0
228986	2	False	228986	1	1
iphone 8 plus	12	False	iphone 8 plus	7	7
xiaomi mi 8 lite 128gb	2	False	xiaomi mi 8 lite 128gb	2	2
холодильник samsung	60	False	холодильник samsung	18	18
MSM 66150	2	False	MSM 66150	1	1
Кабель HDMI Philips SWV5401H/10, 1.8 м	1	False	Кабель HDMI Philips SWV5401H/10, 1.8 м	0	0
Термопоты	37	False	Термопоты	17	17
LG F1096SD3	17	False	LG F1096SD3	1	1
90NR00I3-M09050	3	False	90NR00I3-M09050	1	1
BOSCH GSB 120LI	2	False	BOSCH GSB 120LI	1	1
Indesit DF 4180 E	2	False	Indesit DF 4180 E	1	1
199803	14	False	199803	1	1
250603	1	False	250603	5	5
0242573	4	False	0242573	1	1
25dx90	5	False	25dx90	1	1
zanussi zwh/s 50 splendore	6	False	zanussi zwh/s 50 splendore	3	3
219515	2	False	219515	1	1
EXO-103	3	False	EXO-103	0	0
228467	1	False	228467	1	1
Камин	33	False	Камин	19	19
dauken	3	False	dauken	0	0
Hansa 64000	1	False	Hansa 64000	0	0
261521	20	False	261521	1	1
90NB0IJ2-M04770	4	False	90NB0IJ2-M04770	1	1
213208	1	False	213208	0	0
223619	1	False	223619	1	1
холодильник haier c2f637cgg	1	False	холодильник haier c2f637cgg	1	1
двухкамерный холодильник liebherr	193	False	двухкамерный холодильник liebherr	19	19
Стиральная машина с сушкой LG F1496AD3	1	False	Стиральная машина с сушкой LG F1496AD3	0	0
cfhfnjd	3	True	саратов	7	5
LG PF50KS	1	False	LG PF50KS	0	0
электропечи	114	False	электропечи	19	19
285146	10	False	285146	1	1
429	16	False	429	10	10
huter	15	False	huter	18	18
264189	12	False	264189	1	1
картридж hp 123 черный	2	False	картридж hp 123 черный	1	1
en 118.511 b	5	False	en 118.511 b	1	1
чайник электрический kitfort	2	False	чайник электрический kitfort	12	12
125744	18	False	125744	1	1
Вытяжной вентилятор	38	False	Вытяжной вентилятор	19	19
40148010	2	False	40148010	0	0
4012 022	21	False	4012 022	5	5
264300	3	False	264300	0	0
караоке система	11	False	караоке система	18	18
162493	2	False	162493	0	0
контейнер для еды с подогревом	1	False	контейнер для еды с подогревом	6	6
265041	1	False	265041	1	1
235573	12	False	235573	1	1
mp3 плеер	24	False	mp3 плеер	7	7
501	9	False	501	10	10
аристон	10	True	ariston	18	15
LIEBHERR CNef 3535-20 001	1	False	LIEBHERR CNef 3535-20 001	0	0
32led 18 s	1	False	32led 18 s	1	1
гладильная система	91	False	гладильная система	19	19
ELIKOR Квадра 60П-430-К3Д белый	1	False	ELIKOR Квадра 60П-430-К3Д белый	0	0
фен	170	False	фен	10	10
5045	6	False	5045	7	7
BEKO RCNK 270K20S	1	False	BEKO RCNK 270K20S	1	1
manuoki	11	False	manuoki	3	3
inglesina	45	False	inglesina	18	18
духовой шкаф Candy FCPS815XL	1	False	духовой шкаф Candy FCPS815XL	0	0
4502 gs	1	False	4502 gs	5	5
De Luxe 506040.14г	1	False	De Luxe 506040.14г	0	0
219703	19	False	219703	1	1
245707	4	False	245707	1	1
д/ш/э Bosch HBG537NB0R	1	False	д/ш/э Bosch HBG537NB0R	0	0
MITSUBISHI ELECTRIC MR-LXR68EM-GSL-R	1	False	MITSUBISHI ELECTRIC MR-LXR68EM-GSL-R	0	0
umda	1	False	umda	0	0
180608	3	False	180608	1	1
0205328	4	False	0205328	1	1
Атлант ХМ 4208-000	2	True	atlant хм 4208-000	0	0
стиральные машинки	57	False	стиральные машинки	19	19
212238	2	False	212238	1	1
LG GA-B499SEQZ A	3	False	LG GA-B499SEQZ A	0	0
утюг mie	1	False	утюг mie	19	19
redmond	296	False	redmond	16	16
телескопические направляющие для духового шкафа	24	False	телескопические направляющие для духового шкафа	19	19
270876	12	False	270876	1	1
179855	3	False	179855	1	1
кронштейн для телевизора	652	False	кронштейн для телевизора	19	19
LED телевизор LG 32 LJ 610 V	40	False	LED телевизор LG 32 LJ 610 V	18	18
170012	9	False	170012	1	1
213851	131	False	213851	0	0
mc 824	3	False	mc 824	10	10
      5 Отзывов	1	False	5 отзывов	1	1
SMV25EX03R	17	False	SMV25EX03R	0	0
4858	37	False	4858	7	7
Встраиваемые холодильники	35	False	Встраиваемые холодильники	18	18
холодильник gorenje	120	False	холодильник gorenje	18	18
216311	4	False	216311	1	1
мельница для перца	18	False	мельница для перца	10	10
GVF4137TWHB32-07	1	False	GVF4137TWHB32-07	1	1
утюг Bosch	2	False	утюг Bosch	15	15
ghjdtnhbdfn	1	True	проветривать	1	0
строительный пылесос	66	False	строительный пылесос	19	19
jura	169	False	jura	15	15
LG WD-80180T	1	False	LG WD-80180T	0	0
