weight	variant	ru_trans	eng_trans	init_query
3	глазные	гранде	sanabelle grande	Капли глазные барс
4	каниквантер	канинстартер	royal canin starter	Каниквантер
3	флорализином вымени	мини	dog mini	КРЕМ ЗОРЬКА С ФЛОРАЛИЗИНОМ ДЛЯ ВЫМЕНИ
3	ипактине	активе	duo active	Ипактине
4	ипакитини	бабимини	golosi baby mini	Ипакитини
6	интродьюсер	тетровейфер	tetrawafer mini mix	Интродьюсер
5	интерспектин	интенсбьюти	intense beauty	Интерспектин
3	зоонорм	зоом	zoom	Зоонорм
4	зоокард	зоом	zoom deluxe	Зоокард
2	жилет	хилт	protection urinary health	Жилет
5	жердочка	хаддок	haddock	Жердочка
4	доставка	тоскана	supreme toscana	Доставка
4	дождевик	диабетик	royal canin diabetic	Дождевик
4	сиамских	синси	cincy	Для сиамских кошек сухой корм
4	диназаве	диаз	beaphar new diaz	Диназаве
0	"чикаго"		oops!	Диван "Чикаго"
3	джимпет	диет	prescription diet	Джимпет
5	детевенские	дефенке	daily defence lamb	Детевенские
3	гулена	греен	fieno alpiland green	Гулена
3	грелка	греен	fieno alpiland green	Грелка
7	гексаканивак	еукануба	eukanuba puppy	Гексаканивак
3	брелок	блак	giant medium black	Брелок
2	бра-вектор	сера	sera red parrot	Бра-вектор
2	бондаж	мондж	monge daily	Бондаж
5	суспензии	супер	super	Антигельминтозные суспензии
4	амикоцин	амазон	premium amazone	Амикоцин
2	амиа	мит	adult meat	Амиа гель
3	альбен	альмо	almo nature	Альбен
5	акаромектин	протектион	protection urinary health	Акаромектин
5	адрессник	азлетик	large adult athletic	Адрессник
3	адаптил	рептил	sera reptil	Адаптил
10	недостаточностью	сенсатионс	felix sensations	royal canin паучи для кошек с почечной недостаточностью
3	бебекет	бабикат	canin babycat instinctive	royal canin бебекет для кошек
1	дом	дог	nerf dog	Trixie Miguel дом для кошки
0	"тройная защита"		oops!	Fresh Step Впитывающий наполнитель "Тройная защита"
0	85гр грудки(пауч)(внмд)		oops!	BEST DINNER 85гр Корм кон для кошек HighPremium Курица в белом соусе волокна филе грудки(пауч)(ВНМД)
0	стерилизованным кошкам,		oops!	Animonda "Vom Feinsten" стерилизованным кошкам, с индейкой и лососем
6	карамышевская набережная	натуре	laga cuni nature	карамышевская набережная
7	долгопрудный	догпремиум	dog premium flockenvollkost	долгопрудный
2	головинское шоссе	моуссе	starter mousse	головинское шоссе
3	бутово	бровн	vario brown	Бутово
3	нагатинский бульвар	ультра	ultra light	нагатинский бульвар
5	молодцова	малови	tetra malawi flakes	молодцова
2	юго-западная	дог	prairie for dog	метро Юго-западная
4	снежная	ренал	cat vet renal	снежная
2	свию	вит	multi vit small	свию
6	панфиловцев	канин вет	royal canin vet	панфиловцев
4	маршала рыбалко	акана	acana heritage puppy	маршала рыбалко 9
4	краснодар	канада	dog mini canada	краснодар
7	алексеевская	флексивейрио	flexi vario brown	алексеевская
3	миклухо-маклая	аква	ever clean aqua	Миклухо-маклая
6	семеновская	смоллкат	small cat	Метро семеновская
5	краногорск	карнивор	reptil professional carnivor	Краногорск
3	королев	кооне	coone	королев
5	зеленоград	планорал	plan oral care	Зеленоград
8	новопеределкино	монопротеин	monoprotein	новопеределкино москва
6	стрелецкий	супреме фит	cat supreme fit	Стрелецкий
2	новотушинский проезд к1	кат	cat chow hairball	Новотушинский проезд 8 к1
3	парковая	падован	padovan grandmix coniglietti	15 парковая
3	сергиев посад	план	plan pro	сергиев посад
3	сергиев посад	план	plan pro	Сергиев Посад
2	марьина роща	орка	petstages orka tube	Марьина Роща
5	щукинская	еукануба	eukanuba adult medium	щукинская
6	сходненская	ориджен кат	orijen cat	сходненская
3	северное тушино	фино	fiory fieno	северное тушино
4	проспект вернадского	протеин	indigestible protein	проспект Вернадского
4	покровка	крок	croc medium	покровка 16
3	отрадный проезд	бреед	chow small breed	отрадный проезд
3	отрадное	оранге	catzone orange	метро отрадное
6	шокальского	микскоко	oro mix coco	Шокальского
2	химки	хилти	healthy start	Химки
5	тушинская	канинскин	canin skin	Тушинская
3	томск	вом	vom feinsten classic	Томск
5	соликамск	холистик	holistic blend	Соликамск
3	селятино	селектион	tetra selection	Селятино
2	пятницкое шоссе	моуссе	starter mousse	Пятницкое шоссе
3	мытищи	мини	dog mini	Мытищи
5	лыткарино	канин	royal canin urinary	Лыткарино
10	железнодорожный	кареэндуранке	care endurance	Железнодорожный
4	бибирево	фибре	canin fibre response	Бибирево
4	биберево	фибре	canin fibre response	Биберево
5	апрелевка	африка	dog supreme africa	Апрелевка
3	агвали	аква	ever clean aqua	Агвали
4	коньковр	колор	tetra tetrapro color	коньковр
8	зеленодольская	фреадульткат	free adult cat	зеленодольская 40
4	ангарск	лагарат	versele laga rat	ангарск
5	сухонькая	смоллкат	small cat	Сухонькая
4	ярославская область	лайт	feinsten light lunch	Рыбинск Ярославская область
2	псковская область, локня	лонг	long	Псковская область, Локня
2	пенягинская улица	ултра	royal canin ultra	Пенягинская улица дом 26
2	омск	опс	oops	Омск
2	локня	лонг	long hair	Локня
7	комсомольская	оптималькар	optimal care tuna	Комсомольская
7	академическая	кат минкас	cat minkas sterilised	Большая Академическая 5
4	балаково	белкандо	belcando	Балаково
4	аэрлплрь	алль	eukanuba puppy all	Аэрлплрь
2	лобня	лонг	long hair	Лобня
3	перово	про	plan pro	перово
1	м. каширская		oops!	м. каширская
4	каширская	карекат	care cat missy	каширская
4	ясенево	нев	new	ясенево
5	шаболовка	малови	tetra malawi flakes	шаболовка
4	преображенская площадь	план	plan nutrisavour adult	преображенская площадь
5	обручева	блуе	flexi vario blue	обручева
3	нижний новгород	мини	dog mini	нижний новгород
8	домодедовская	зоомделюкс	pet zoom deluxe	метро домодедовская
10	краснопресненская	кастрейтед катс	for castrated cats	метро Краснопресненская
5	луганская	еукануба	eukanuba adult medium	луганская
10	краснобогатырская	траинернатурал	trainer natural adult	краснобогатырская 11
5	дзержинск	дреамиес	dreamies	дзержинск
3	вднх	дог	dog usd	вднх
7	братиславская	бриткарекат	brit care cat	братиславская
5	азовская	падован	padovan	азовская 19
4	поселок колюбакино	соло	monoproteico solo	Поселок Колюбакино
0	курская область г.		oops!	Курская область г. Железногорск
1	16-я		oops!	16-я парковая
0	1-я новокузьминская,		oops!	1-я Новокузьминская, 10
1	ул ульянина	ол	adult all breed	ул Ульянина
5	гольяново	голоси	golosi bigl	москва гольяново
2	город	лоро	loro	город Москва
3	южное	кнот	dental knot color	бутово южное
8	рассказовская	грассландсфор	regionals grasslands for	Рассказовская
3	летчика ульянина	делика	repto delica	Летчика Ульянина 5
5	бифитрилак	бифарбифар	beaphar beaphar	Бифитрилак
1	тула	тул	hair tool toy	тула
1	ул.октябрьская	ол	adult all breed	Ул.октябрьская
2	марьина рощп	роял	royal canin sphynx	марьина рощп
2	спреи	супрем	supreme irland	спреи
2	весы	лесс	less	весы
3	собаку	снак	laga crispy snack	Собаку
1	пюре	пуре	meradog pure junior	Пюре для котов
0	код: (соус)	соус	sauce	Код: 48602 Royal Canin Kitten (соус) для котят с 4 до 12 месяцев комплект 4 1 (85 г)
4	волнистые	холистик	holistic puppy sensitive	Волнистые попугаи
4	аллергия	атлетик	large adult athletic	Аллергия
0	курицей,		oops!	Корм Monge Daily Line Maxi Puppy+ &+ Junior для щенков крупных пород с курицей, 3 кг
2	фли	пи ви пи	pvp	спрей фли
1	диеты	диет	vet diet renal	Диеты
2	8кш	фиш	fish all breeds	сухой корм для кошек 8кш
2	деликатес	делисате	plan delicate	Мясной деликатес
3	жилища	делика	repto delica	Жилища для грызунов
1	лабрадора	лабрадор	labrador	royal canin для щенков лабрадора
2	ежа	шеба	sheba naturalle	Корм для ежа
3	глисты	элите	elite professional	глисты
1	бак	блак	black	бак для корма
1	лай	хай	high	Анти лай
0	мес. беременных/лактирующих кошек. подарок!		oops!	Royal Canin Для котят от 1 до 4 мес. и для беременных/лактирующих кошек.  400 гр в подарок!
1	бк	вк	wc closet	ям бк
3	экзекан	клеан	ever clean multi	экзекан
1	уро	про	plan pro plan	уро
2	ось	ол	all breeds beef	ось
1	мох	мих	tri mix	мох
1	лив	лов	low fat	лив 52
1	ин ап	мин	min	ин ап
1	аф	эф	tfd	аф
1	вы	пи ви пи	pvp	а вы
1	эпи	апи	api-san	Эпи
0	эн	эн эр си	nrc	Эн
1	фон	фор	grasslands for	Фон
1	се	с	dr. elsey’s	Се
3	резинки	кинки	cincy	Резинки
2	пэд	пур	pure lamm	Пэд
2	нло	про	purina pro plan	Нло
1	мур	пур	pure junior	Мур
1	ц		oops!	Для ц
1	ака	аква	aqua breeze scent	Ака
1	асп	сап	sap	АСП
1	2ф	эф	tfd	АСД 2ф
2	пауча	патч	patch	royal canin 12 пауча
4	терьеров	тетрапро	tetrapro	для терьеров
2	мыши	мини	mini mix	Мыши
3	сомики	микс	tetrawafer mini mix	сомики
4	зубочист	брист	breast	зубочист
0	лососевым соусом,		oops!	СУХОЙ КОРМ ДЛЯ КОТЯТ BRIT PREMIUM «KITTEN» С КУРИЦЕЙ В ЛОСОСЕВЫМ СОУСОМ, 8 КГ
4	луговой	лоро	amazone parrots loro	Луговой
3	остров	стронг	extra strong	остров
4	двантикс	грандмикс	grandmix cavie	двантикс
0	празител.		oops!	Празител.
2	диабет	диабетес	diabetes management	Royal canin диабет
3	профенд	протеин	royal canin protein	профенд
2	под миску	фор	senior for dog	подставка под миску
2	плед	план	science plan oral	плед
4	пастбищн	стаин	hard floor stain	пастбищн
3	крысы	эрси	nrc	крысы
2	кальмарами(70	ди	tfd	консервы almo nature legend 75 мяса для кошек с тунцом и кальмарами(70 г)
1	килти	хилти	kitten healthy	килти
3	хорьки	турки	plan light turkey	ХОРЬКИ
5	подставке	петстагес	petstages dogwood	Миска на подставке
1	йорк	порк	pork	Корм йорк
3	фитэкс	микс	tetrawafer mini mix	фитэкс
2	говя	чов	chow urinary tract	ухо говя
4	угловой	лоро	amazone parrots loro	угловой
3	мощный	мондж	monge monoprotein dog	мощный
0	мальт-паста	мальт	beaphar duo malt	мальт-паста
3	колесов	колор	color	колесов
1	боль	болл	tennis ball	боль
2	тонн	мон	gourmet mon	Тонн
0	м. собак,		oops!	Рулетка Flexi New Classic Extra Small Red 3 м. для собак, кошек и других мелких животных до 12 кг
2	плот	план	science plan oral	Плот
8	кострированых	кастратед	feinsten for castrated	royal конин для кострированых котов сухой корм
5	черепашки	лоропарк	loro parque	черепашки
2	сумка-переноска	йукка	yucca schidigera	сумка-переноска
4	погрызов	дог чов	dog chow sensitive	от погрызов
7	неразлучники	сера гуппи	sera guppy	неразлучники
1	масти	тасти	belcando tasty	масти
1	стер	степ	step crystals	корм для собак royal для стер
2	клубок	клуб	club	клубок
1	гриб	грин	green	гриб
3	ветелакт	ветлайф	vet life neutered	ветелакт
4	башмачок	амазон	premium amazone	башмачок
1	экс-7,5	икс	xxl	ЭКС-7,5
3	петухов	петфор	miracle pet for	Рыбка петухов
0	м. собак,		oops!	Рулетка Flexi New Classic Extra Small Black 3 м. для собак, кошек и других мелких животных до 12 кг
2	курицей(85	ди	tfd	Паучи Royal Canin Renal для кошек при ХПН с курицей(85 г)
2	говядиной(85	ди	tfd	Паучи Royal Canin Renal для кошек при ХПН с говядиной(85 г)
0	(в желе)		oops!	Паучи Royal Canin Intense Beauty (в желе) для взрослых кошек, поддержание красоты шерсти
0	(в соусе) лет(85		oops!	Паучи Royal Canin Instinctive  7 (в соусе) для взрослых кошек старше 7 лет(85 г)
0	собак.		oops!	Лакомство Titbit для собак. Легкое говяжье XL
1	крем-суп	соуп	animonda rafin soup	Крем-суп для кошек "Edel Cat", с лососем
4	крупнпн	канин	canin pug	Корм Happy Dog Baby Lamb & Rice для щенков крупнпн
5	контейнеры	трейнер	trainer natural adult	Контейнеры
5	лестницей	ресипе	recipe grain free	Когтеточка Лежанка с лестницей (115 см)
0	блох+		oops!	Капли против блох+ для собак
1	асд-2	юсд	small dog usd	Асд-2
4	юнитабс	минкас	cat minkas kitten	юнитабс
8	электроошейник	тетреймин	tetramin pro	электроошейник
5	электролит	эверклин	ever clean multi	электролит
5	экокиллер	кинкилла	laga chinchilla nature	экокиллер
0	эвиталия-вет	вет	weight management wet	эвиталия-вет
4	эвинтон	фино	fieno alpiland green	эвинтон
7	расчесывания	ресовери	recovery	щетка для расчесывания
3	шнурок	крок	bigl croc maxi	шнурок
2	шнур адрессника	флур	action hard floor	шнур для адрессника
2	шнур адресника	флур	action hard floor	шнур для адресника
6	медицинская	кейнинскин	canin skin young	шлейка медицинская
2	шланг	план	science plan oral	шланг
1	шизир	шезир	schesir	шизир
3	шашка	аква	ever clean aqua	шашка
2	шапки	апи	api-san	шапки
9	противомикробный	протектион	protection intestinal	шампунь противомикробный
2	чистящая пудра	пур	pure lamm	чистящая пудра
2	хвост	хос	xos	чистый хвост
4	чиктоник	чикен	chicken and lamb	чиктоник
3	чесалки	хеалти	eukanuba kitten healthy	чесалки
5	цистофан	киттен	cat minkas kitten	цистофан
4	ципролет	пролиф	prolife	ципролет
3	циклоп	липлов	lip low indigestible	циклоп
5	цефриаксон	серасан	sera san	цефриаксон
3	цефален	фемале	skin young female	цефален 1000
5	рывковая	ройал	royal canin	цепь рывковая
4	хондартрон	кондитион	condition	хондартрон
3	хоменко	хоме	home	хоменко
6	хлоргексидин	лонгевити	active longevity	хлоргексидин
2	мусы	моусс	nutrition mousse	хилс мусы
4	хартмедин	хаир медиум	hair medium dog	хартмедин
3	хамелеон	амейзон	amazone	хамелеон
4	фумиклин	клин	clean fast acting	фумиклин
3	фугин	клин	ever clean fast	фугин
1	форти флора	форт	haar spezial forte	форти флора
2	форвед	форте	dog arthro forte	форвед
6	флексопрофен	флексидезигн	flexi design extra	флексопрофен
2	литров	липлов	lip low indigestible	фильтр для аквариума 80 литров
6	филтрующие	витпуппи	vit puppy	филтрующие материалы
9	физиологический	фиориэзотиси	fiory esotici	физиологический
3	фетбал	тетра	tetra reptomin	фетбал
2	феррум лек	лесс	less	феррум лек
4	ферпласт	бреаст	care chicken breast	ферпласт
4	фенивэй диффузор	фелине	feline kitten	фенивэй диффузор
6	фенбендазол	энерджиол	energy all	фенбендазол
3	фелидерм	фелине	feline	фелидерм
3	феливэй	феликс	felix sensations	феливэй
2	фелвит	фелих	felix party	фелвит
6	фармоскидин	канинскин	canin skin	фармоскидин
1	фарина	фармина	farmina	фарина
3	фаворит	кокорит	grandmix cocorite	фаворит
1	кали	кави	grandmix cavie	ушные кали
2	ушки	турки	delicate adult turkey	ушки
1	урси	эрси	nrc	урси
4	уроурси	прэйри	prairie for	уроурси
4	уротропин	протеин	indigestible protein	уротропин
5	урологический фотокомплект	комплет	mineral complete	урологический фотокомплект
6	урологический фитокомплекс	комплете	mineral complete	урологический фитокомплекс
4	уролесан	протеин	indigestible protein	уролесан
2	урна	орка	petstages orka tube	урна
6	уриноветдог	джиантдог	hair giant dog	уриноветдог
5	уринаветдог	гиантдог	hair giant dog	уринаветдог
4	уралесан	клеан	clean less	уралесан
4	упряжка	пурина	purina pro plan vet diets	упряжка
2	унсан	сан	api-san	унiсан
8	ультрафиолетовая	ультралигхт	ultra light	ультрафиолетовая лампа
3	указка	кавиа	cavia nature	указка
5	удалитель	квалити	belcando quality meat	удалитель клещей
3	удавка	аква	ever clean aqua	удавка
3	йоркширского терьера	тетра	tetra reptomin	туалеты для йоркширского терьера
7	гигиенические	бигпейрейкит	big parakeet	трусы для собак гигиенические
4	трококсил	крокмакси	bigl croc maxi	трококсил
3	тринорм	уринари	royal canin urinary	тринорм
3	горшке	орка	petstages orka tire	трава в горшке
4	тиопротектин	протектион	protection adult mini	тиопротектин
3	тилозин	голози	golosi indoor sterilizzati	тилозин 50
3	терамицин	тетрамин	tetra tetramin holiday	терамицин
3	таракан	карекат	care cat missy	таракан
4	тапочки	тасти	tasty	тапочки
2	тапки	турки	delicate adult turkey	тапки
2	табличка злая	план	science plan oral	табличка злая собака
2	хепписат	хаппиcат	happy cat	сухой корм для кошек хепписат
2	хеппикэт	хаппикат	happy cat sensitive	сухой корм для кошек хеппикэт
3	сучье	пуре	pure lamm	сухое сучье молоко
3	супчик	пуппи	large breed puppy	супчик
4	супрелорин	супрем фит	supreme fit	супрелорин
5	фиксация	канин	royal canin urinary	сумка для кошек фиксация
5	врачебная	профешнал	reptil professional herbivor	сумка врачебная
5	террариумов	тетрарубин	tetrarubin granules	субстрат для террариумов
1	стронхолд	стронгхолд	stronghold	стронхолд для кошек
1	стролгхолд	стронгхолд	stronghold	стролгхолд
3	купить москве	куни	cuni nature	страйд для кошек купить в москве
4	стомадекс	смакерс	smakers	стомадекс
3	спутник	сунни	sunny beautiful hair	спутник
5	антиколтун	актион	action hard floor	спрей антиколтун
2	солома	соло	dog monoproteico solo	солома
3	следки	флекси	flexi design	следки
2	скидки пенсионерам	кинки	fiory cincy	скидки пенсионерам
3	скидка любовью	скин	dog vet skin	скидка с любовью
3	сириус	бридс	breeds	сириус
5	сибирская	бриткар	brit care seabream	сибирская кошка наполнитель
1	сепи	сепиа	vitakraft sepia	сепи
7	сенегальское	сенсатион	bent fresh sensation	сенегальское просо
3	семитра	тетра	tetra reptomin	семитра
8	селикогелевый	деликейт	delicate junior	селикогелевый
2	секс-барьер	сера	sera red parrot	секс-барьер
3	севавит	струвит	dog vet struvit	севавит
4	свисток ультразвуковой	холистик	holistic puppy sensitive	свисток ультразвуковой
2	сверч	сера	sera red parrot	сверч
4	сапожки	сап	sap	сапожки для собак
2	санабель	санабелле	sanabelle grande	санабель
3	салфетк	сатиети	satiety weight management	салфетк
5	ленточная	дентал	pro plan dental	рулетка ленточная
0	роял канин. сетаети вейт менеджмент	роял канин	royal canin gastro	роял канин.  сухой корм для кошек сетаети вейт менеджмент
2	ролик одежды	ролф	rolf club 3d	ролик для одежды
2	рога	орка	petstages orka tube	рога оленя
3	рингера	диннер	dinner high	рингера
3	римадин	рафин	rafin	римадин
4	ресвератол	респиратори	respiratory relief	ресвератол
3	рептилтии	рептил	sera reptil	рептилтии
3	рексвитал	рекутита	recutita	рексвитал
3	реактор	репто	repto	реактор
5	ракушечник	акшен	action	ракушечник
3	пуривакс	пурина	purina pro	пуривакс
1	пулер	пуллер	puller mini	пулер
4	прутикол	пуппи ол	puppy all breed	прутикол
